==============================================================
KNN - SONG MOOD CLASSIFIER (SPOTIFY 2019)
==============================================================
Dataset        : dataset_mahasiswa.csv
Total Data     : ...
==============================================================

HASIL K = 3
--------------------------------------------------------------
Data ke-1 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-272 | Actual: Chill        | Predicted: Happy        | Salah
Data ke-273 | Actual: Energetic    | Predicted: Energetic    | Benar
Data ke-274 | Actual: Happy        | Predicted: Happy        | Benar
Data ke-275 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-276 | Actual: Energetic    | Predicted: Energetic    | Benar
Data ke-277 | Actual: Happy        | Predicted: Happy        | Benar
Data ke-278 | Actual: Energetic    | Predicted: Happy        | Salah
Data ke-279 | Actual: Happy        | Predicted: Happy        | Benar
Data ke-280 | Actual: Happy        | Predicted: Happy        | Benar
Data ke-281 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-282 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-283 | Actual: Sad          | Predicted: Chill        | Salah
Data ke-284 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-285 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-286 | Actual: Chill        | Predicted: Chill        | Benar
Data ke-287 | Actual: Energetic    | Predicted: Happy        | Salah
Data ke-288 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-289 | Actual: Energetic    | Predicted: Energetic    | Benar
Data ke-290 | Actual: Energetic    | Predicted: Energetic    | Benar
Data ke-291 | Actual: Happy        | Predicted: Happy        | Benar
Data ke-292 | Actual: Chill        | Predicted: Happy        | Salah
Data ke-293 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-294 | Actual: Happy        | Predicted: Energetic    | Salah
Data ke-295 | Actual: Happy        | Predicted: Happy        | Benar
Data ke-296 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-297 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-298 | Actual: Sad          | Predicted: Sad          | Benar
Data ke-299 | Actual: Happy        | Predicted: Happy        | Benar
Data ke-300 | Actual: Sad          | Predicted: Sad          | Benar

AKURASI: 84.33%
K = 7  | Accuracy: 84.33%
==============================================================

Confusion Matrix:
                           Energetic           Chill             Sad           Happy
Energetic                         42               1               5               4
Chill                              3              45               7               9
Sad                                4               2              86               1
Happy                             10               0               1              80
==============================================================
